,21.99,21.91,21.83,21.75,21.67,21.59,21.51,21.43,21.34,21.26,21.18,21.1,21.02,20.94,20.86,20.78,20.7,20.62,20.54,20.46,20.38,20.3,20.22,20.14,20.06,19.98,19.9,19.82,19.74,19.66,19.58,19.5,19.42,19.34,19.26,19.18,19.1,19.02,18.94,18.86,18.79,18.71,18.63,18.55,18.47,18.39,18.31,18.23,18.16,18.08,18,17.92,17.84,17.76,17.68,17.61,17.53,17.45,17.37,17.29,17.22,17.14,17.06,16.98,16.91,16.83,16.75,16.67,16.6,16.52,16.44,16.36,16.29,16.21,16.13,16.05,15.98,15.9,15.82,15.75,15.67,15.59,15.51,15.44,15.36,15.28,15.21,15.13,15.05,14.98,14.9,14.82,14.75,14.67,14.6,14.52,14.44,14.37,14.29,14.21,14.14,14.06,13.99,13.91,13.83,13.76,13.68,13.61,13.53,13.46,13.38,13.3,13.23,13.15,13.08,13,12.93,12.85,12.78,12.7,12.62,12.55,12.47,12.4,12.32,12.25,12.17,12.1,12.02,11.95,11.87,11.8,11.72,11.65,11.57,11.5,11.42,11.35,11.27,11.2,11.12,11.05,10.97,10.9,10.83,10.75,10.68,10.6,10.53,10.45,10.38,10.3,10.23,10.16,10.08,10.01,9.93,9.86,9.78,9.71,9.64,9.56,9.49,9.41,9.34,9.27,9.19,9.12,9.04,8.97,8.9,8.82,8.75,8.67,8.6,8.53,8.45,8.38,8.31,8.23,8.16,8.08,8.01
82,255.588,244.594,246.391,238.616,234.769,235.181,231.618,226.958,219.391,222.386,222.903,223.618,222.593,221.864,220.373,221.015,225.118,225.805,224.524,220.909,219.281,221.016,219.5,223.004,227.055,231.355,237.043,242.811,245.571,245.71,240.895,252.681,259.4,261.712,262.519,265.806,267.419,268.409,269.477,267.168,261.597,260.511,261.545,262.678,261.11,263.893,260.559,252.194,258.879,255.949,260.009,258.216,254.468,253.375,250.494,248.08,248.742,248.28,247.075,244.735,237.752,240.071,244.523,238.144,232.57,234.769,237.201,232.91,226.48,224.92,219.938,217.138,218.502,217.597,216.791,213.053,210.344,207.325,207.467,208.447,208.585,209.81,210.477,208.307,206.32,208.446,208.86,209.944,211.654,211.782,215.258,217.367,217.368,218.389,217.368,217.137,221.439,226.669,224.216,225.216,231.959,239.08,242.229,244.801,240.723,229.745,223.211,224.322,231.35,240.06,247.516,246.187,243.805,254.57,262.724,259.345,256.339,243.735,253.063,260.693,270.738,270.149,271.309,274.523,274.784,273.485,292.469,294.216,294.491,292.151,290.347,286.304,284.528,284.953,271.269,281.068,278.707,266.708,257.986,256.652,265.03,269.907,269.899,261.651,262.727,258.268,257.814,260.873,263.658,260.937,253.372,260.813,273.248,274.689,263.331,246.115,237.753,244.925,255.183,256.894,255.476,254.017,274.104,277.908,282.779,279.185,276.9,254.945,256.182,282.849,290.218,285.319,294.18,295.176,294.662,292.787,292.505,292.326,292.078,289.844,289.806,290.523,280.685
82.07,252.923,244.726,250.362,242.518,235.674,234.518,229.566,225.02,223.618,225.609,225.999,225.118,222.49,222.8,222.281,220.372,222.49,223.106,218.388,217.824,220.156,217.937,220.48,223.107,225.803,229.201,238.378,240.145,247.272,249.332,239.831,243.096,254.578,260.18,261.604,265.089,266.719,267.618,264.933,262.142,261.548,259.401,259.065,259.845,259.958,261.766,262.465,251.684,256.361,252.382,258.718,256.776,254.529,253.62,252.2,250.367,250.75,247.679,248.544,244.169,240.073,236.079,234.836,230.284,228.279,229.566,231.175,225.117,223.21,224.423,218.948,216.675,217.482,217.022,215.734,210.873,207.889,204.995,206.61,207.608,209.133,208.722,210.078,208.995,204.694,206.898,207.889,210.345,211.004,211.782,214.656,215.616,215.616,215.971,217.023,216.441,218.612,221.758,219.72,221.968,228.179,237.034,245.639,248.338,252.044,232.393,221.969,222.176,227.145,241.223,256.87,241.418,241.604,257.988,259.9,256.36,253.242,244.87,253.781,268.482,278.592,277.109,275.373,277.001,278.594,278.148,293.278,293.557,294.181,292.398,287.326,279.385,284.927,282.93,274.969,275.973,263.987,256.945,252.881,255.884,265.499,266.705,272.128,264.045,257.644,255.662,255.895,252.944,256.464,266.509,263.503,273.291,274.325,263.312,257.954,241.196,238.143,249.116,260.068,257.298,255.507,246.329,274.332,279.53,281.023,273.659,267.599,256.016,257.003,259.448,266.203,273.665,289.493,296.726,295.004,292.716,292.393,287.651,288.995,287.84,289.808,286.568,275.241
82.15,236.625,247.68,246.804,242.37,234.27,235.51,235.753,230.286,227.435,230.198,228.557,226.673,223.313,222.49,220.373,219.391,220.047,218.388,214.534,217.482,218.726,219.17,219.611,219.28,219.72,224.921,235.422,237.834,246.39,249.332,246.051,246.053,252.444,258.836,260.677,262.516,264.152,265.703,266.315,262.195,259.848,259.681,261.11,259.455,262.779,264.309,257.578,251.761,254.104,252.074,254.768,255.246,254.529,254.71,254.106,250.43,247.21,247.948,248.808,245.431,239.305,236.56,227.337,227.055,229.838,227.529,225.61,224.623,223.516,224.52,216.441,215.972,215.854,215.616,214.29,208.723,207.467,204.995,206.754,207.467,207.889,208.446,209.54,209.809,206.029,205.883,207.608,209.133,209.944,211.525,213.303,214.777,214.777,214.898,215.378,215.018,216.44,220.373,220.373,219.719,225.702,233.68,240.221,244.162,237.835,233.426,227.804,218.724,224.022,233.72,249.359,239.234,240.134,251.621,255.171,247.807,251.885,251.555,257.459,278.1,286.275,285.083,272.869,279.7,279.443,284.906,293.592,294.216,293.974,292.035,283.415,276.825,282.297,282.212,273.585,258.442,251.668,252.253,254.228,251.173,262.518,265.931,272.708,255.775,260.335,260.384,248.807,248.014,254.975,271.661,279.775,276.627,264.083,264.767,260.076,239.693,239.077,247.131,256.417,256.359,252.437,254.604,269.157,273.085,270.196,275.715,263.688,246.111,253.359,259.665,272.441,288.562,286.516,296.492,295.005,294.319,291.679,284.177,281.357,285.819,289.367,286.835,276.768
82.21,238.988,245.776,242.81,239.919,236.08,236.323,237.757,237.676,232.139,233.425,226.865,225.805,223.719,220.695,217.137,216.207,215.616,214.897,212.928,213.8,215.377,217.596,216.206,216.79,215.971,222.788,234.755,241.345,246.666,252.135,252.076,250.559,248.146,256.767,260.677,260.896,261.278,262.891,264.829,263.049,261.33,260.456,261.928,266.05,266.263,266.768,257.168,251.448,252.636,252.326,254.407,256.543,254.045,256.367,251.693,250.494,248.742,248.676,245.915,244.732,239.002,234.014,227.148,226.576,230.735,225.412,222.797,224.421,221.653,222.176,216.791,216.441,214.291,214.168,211.653,208.447,207.183,204.695,206.754,208.029,207.889,207.467,208.859,210.344,208.584,206.897,208.029,209.133,208.86,212.039,215.018,215.018,215.497,212.927,213.428,214.046,214.168,217.022,218.725,218.502,223.912,235.664,243.456,238.925,239.768,236.16,229.463,217.249,223.312,228.274,234.683,232.648,238.147,243.451,247.803,242.584,252.624,261.155,266.78,286.432,288.811,283.58,269.951,275.59,278.168,284.681,291.542,293.591,293.766,292.395,286.417,277.912,281.811,281.354,271.203,251.447,249.393,258.811,266.911,249.885,262.945,263.789,265.052,273.699,250.43,250.3,246.122,249.071,254.32,270.848,281.398,274.547,256.162,264.954,249.062,243.883,249.592,250.168,253.673,243.092,239.19,257.295,262.612,264.564,270.863,269.632,250.744,248.955,265.994,272.431,289.07,289.586,289.245,295.55,295.346,295.684,291.573,285.044,284.299,285.198,286.154,285.39,281.647
82.29,242.659,245.417,235.18,238.617,239.081,237.438,232.223,236.08,233.088,232.138,225.512,225.119,222.799,218.725,216.675,216.207,215.018,213.303,214.046,212.928,213.053,212.802,212.549,213.179,213.053,218.606,227.624,231.609,240.749,248.062,255.305,249.064,245.223,255.054,259.569,260.456,259.904,261.223,261.169,263.103,262.517,260.511,260.008,266.452,265.806,263.724,256.124,249.134,248.28,250.878,248.609,254.643,256.132,255.544,254.287,250.876,247.744,251.004,247.478,242.3,237.202,233.087,229.565,227.812,229.838,226.674,224.921,220.696,219.059,220.588,216.907,216.44,212.802,212.549,210.872,207.749,208.169,205.441,207.325,209.133,208.447,207.749,207.889,210.078,209.81,208.86,208.308,209.269,208.722,210.609,212.295,211.524,212.802,210.344,212.168,211.783,213.053,216.203,220.908,216.907,224.489,242.807,246.099,242.664,242.72,233.506,221.859,215.017,220.909,224.42,222.998,227.048,235.261,240.222,241.111,238.862,262.292,274.447,286.2,288.55,284.572,277.176,262.811,275.94,283.665,283.184,284.004,290.208,291.937,290.678,288.019,286.001,285.812,277.86,267.805,256.69,246.719,257.067,255.763,251.692,269.712,261.969,262.034,274.407,255.603,254.766,250.363,250.044,253.979,263.266,276.668,265.652,264.491,262.289,250.414,244.803,248.608,250.104,248.006,238.683,236.61,258.831,276.019,267.969,271.134,271.947,254.726,259.581,263.662,273.642,282.573,280.85,284.821,294.766,296.191,295.137,289.36,284.61,284.769,281.191,278.034,279.822,280.452
82.36,247.544,241.859,236.479,233.677,237.678,234.599,228.648,231.613,232.569,227.055,225.316,224.622,224.022,219.938,215.378,214.898,213.303,210.477,210.078,209.54,211.911,210.344,211.004,211.654,211.395,215.248,226.673,230.015,234.093,244.372,252.387,249.871,240.898,256.82,260.949,260.786,259.513,261.169,262.25,262.998,262.197,259.903,255.363,258.535,262.718,257.117,253.251,248.543,246.6,249.003,249.526,253.186,258.329,255.721,252.136,247.274,246.668,248.741,245.981,240.748,234.935,232.487,229.291,223.92,223.716,226.482,225.217,220.156,217.597,218.613,215.854,215.853,212.928,210.872,208.722,207.325,206.321,205.736,207.467,207.608,209.27,208.997,208.585,207.608,207.888,208.585,208.308,210.078,208.169,208.168,209.133,209.405,211.265,209.54,210.609,209.675,210.609,212.164,217.71,215.972,222.571,238.754,247.994,241.419,239.077,235.419,222.69,214.045,216.672,217.936,217.134,223.206,231.788,236.643,235.346,239.267,261.519,278.365,289.109,288.884,284.095,276.77,271.226,280.74,283.065,282.365,276.673,287.006,290.646,288.466,283.289,290.79,288.002,275.104,267.708,258.036,251.065,256.363,260.496,251.507,256.423,260.541,270.948,266.51,261.922,263.922,252.759,254.817,263.891,269.425,269.88,257.513,266.617,267.415,259.443,249.586,250.738,240.672,241.346,241.344,245.844,267.806,270.899,259.824,255.31,266.887,244.148,251.237,248.738,257.424,271.511,270.556,289.805,294.457,295.448,294.247,289.247,281.442,279.734,285.2,284.258,279.442,278.207
82.43,239.769,239.462,238.305,234.934,234.686,234.93,227.245,224.324,225.119,225.61,227.341,227.34,224.223,219.828,214.777,214.046,212.675,209.944,208.585,209.27,210.211,209.133,209.405,209.405,210.873,214.036,224.523,225.112,234.849,242.579,251.698,252.553,240.146,253.383,261.44,261.441,260.29,259.792,262.193,262.516,262.732,261.331,260.178,253.493,254.528,256.427,251.821,247.546,248.014,248.214,248.544,250.104,256.016,252.573,248.736,243.458,246.326,249.002,243.815,239.081,238.383,234.186,230.108,224.92,221.123,221.863,223.005,219.72,216.441,215.972,216.207,214.655,210.211,208.169,206.897,205.736,206.175,204.088,206.466,208.308,209.541,209.27,208.308,207.183,207.041,206.754,209.541,210.872,208.722,208.446,207.325,208.86,209.54,208.585,210.609,210.741,212.295,212.422,214.291,215.854,222.865,240.223,242.949,245.413,244.734,237.426,220.907,211.004,211.134,213.799,214.895,220.692,228.279,230.013,233.763,240.267,260.476,278.234,289.256,287.309,279.784,267.928,278.164,281.319,279.991,281.64,278.199,284.921,290.608,289.913,286.847,288.922,285.628,271.623,270.858,261.696,258.431,258.781,258.254,248.274,251.188,257.87,260.322,264.518,268.648,267.937,256.424,257.747,266.464,273.96,262.892,262.245,267.27,265.701,261.165,253.919,245.497,244.406,251.74,252.502,254.055,270.918,269.865,266.498,264.026,265.427,243.935,256.004,259.617,254.688,265.152,281.872,291.005,293.513,290.708,291.824,283.916,272.187,276.488,288.437,285.275,280.485,273.202
82.51,241.451,253.78,247.598,245.833,235.016,232.484,226.48,222.799,223.82,225.706,228.555,225.217,224.022,219.719,215.259,214.413,212.295,211.265,209.133,208.447,209.405,209.27,209.405,208.722,209.405,211.39,219.279,224.807,237.362,240.741,249.581,255.038,240.582,248.589,260.949,261.44,261.441,261.004,259.121,258.725,262.782,258.269,260.674,254.584,255.305,252.881,249.002,247.547,247.681,247.614,245.709,248.47,255.005,251.574,248.211,243.459,243.887,245.497,244.378,239.08,238.379,236.561,234.263,231.79,226.67,219.938,218.836,216.441,216.207,215.497,214.046,213.178,209.405,206.897,205.144,204.241,203.006,201.735,204.845,208.029,209.133,209.541,208.446,207.041,207.325,207.041,208.86,210.477,209.54,208.86,208.859,207.749,207.749,207.749,209.405,210.477,212.167,214.776,214.777,216.207,222.343,241.198,246.184,250.868,243.315,239.363,220.799,210.211,209.54,212.422,214.288,219.829,224.92,228.649,229.016,235.796,257.546,277.15,289.182,284.744,270.927,262.593,276.996,282.211,277.049,278.127,280.327,284.718,291.653,290.356,289.324,284.925,282.181,268.407,269.239,270.536,270.314,253.676,246.389,245.43,249.85,253.13,255.536,263.787,265.804,261.049,251.259,257.12,279.896,271.764,267.915,269.335,265.955,259.901,256.829,256.189,262.248,265.132,259.228,262.89,262.869,271.381,263.732,257.342,251.997,258.579,244.586,249.19,242.951,247.165,268.9,285.277,289.768,291.162,283.434,288.77,284.101,283.819,285.891,289.032,284.252,277.905,270.107
82.59,261.055,259.569,258.33,253.235,237.914,232.395,224.822,225.902,223.517,225.119,225.512,224.723,223.415,222.383,215.735,214.169,211.395,210.609,209.944,209.944,209.81,210.477,209.133,206.898,207.183,211.263,218.048,226.576,232.915,237.673,243.739,247.192,237.109,248.396,260.4,263.103,261.278,260.401,259.065,257.702,260.121,257.41,261.16,255.187,257.587,257.586,253.371,250.494,250.107,251.004,250.876,250.556,253.375,251.763,250.174,247.211,246.052,242.521,239.077,237.044,240.073,239.921,236.724,236.885,233.338,223.105,216.441,216.441,214.413,214.291,213.179,211.004,208.86,206.754,204.995,203.006,202.692,202.692,205.144,207.749,207.467,207.041,207.467,206.754,206.897,207.467,209.133,209.944,211.265,212.167,209.54,206.61,206.321,205.589,208.029,209.943,213.179,213.304,212.294,215.258,220.984,238.69,245.43,242.659,241.254,247.762,221.014,211.394,209.269,211.003,213.919,219.17,220.477,225.803,224.719,236.03,259.361,277.34,284.84,274.979,256.107,271.719,285.933,281.644,278.338,283.815,285.817,284.006,291.259,290.063,286.685,277.197,264.818,258.498,261.755,267.207,258.606,254.505,240.523,245.011,249.655,253.68,257.751,262.331,256.821,252.447,249.524,257.621,269.133,268.307,265.593,269.42,258.772,251.439,257.64,260.896,262.088,264.413,262.143,263.149,268.1,267.681,251.234,249.197,252.137,248.194,238.382,241.857,247.542,254.073,271.418,283.534,290.027,291.005,290.064,290.282,289.403,289.293,290.465,290.059,285.304,276.916,272.28
